demand_point_index,x_coordinate,y_coordinate,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,nearest_supply_index,nearest_supply_idx,2019_gap,2020_gap,2018_gap,2018_demand,2018_supply
885,53.5,13.5,1.17344501334475,2.19583797270198,3.16834748583625,9.17838819802719,16.433909210709,24.401413458495,29.5091166812058,29.110508939991,43.8147423655792,47.2157219306337,53.2926913655356,35,35,,,40.8147423655792,43.8147423655792,3.0
886,54.5,13.5,0.790476186510829,1.62072040894472,2.33925123437243,7.80122569682159,11.6456459115064,17.3084777780271,24.9995907770248,25.8901964856626,38.6670712774512,40.0810317421085,49.6159850410291,35,35,,,35.6670712774512,38.6670712774512,3.0
887,55.5,13.5,0.913672286913815,1.71357573312963,2.53486303664962,6.15674789494427,12.392123575934,15.6524153625045,25.1687988666639,29.4093579616688,36.4415594673387,40.7762878156967,46.3414579122124,35,35,,,33.4415594673387,36.4415594673387,3.0
888,56.5,13.5,0.968054402113991,1.81275058768633,2.51673383123708,7.54583268851012,14.8656173868483,21.2489457299397,27.3381124141152,24.8632922594112,40.0754953684372,39.5120337205796,47.1143466012456,35,35,,,37.0754953684372,40.0754953684372,3.0
889,57.5,13.5,0.756693526978814,1.38440837118037,2.35618755433357,7.1388531774535,13.7307298280847,20.8490916045563,27.186820463988,28.5247404530245,37.9827302998236,43.0713343387502,48.4279851027193,35,35,,,34.9827302998236,37.9827302998236,3.0
890,58.5,13.5,1.24544383158545,2.78456356102238,4.43349477669549,13.4554647397191,21.9354607165226,33.1456380468359,42.2458534259787,46.0229097618334,68.1908309952487,75.8997864951171,88.7174589821129,35,35,,,65.1908309952487,68.1908309952487,3.0
891,59.5,13.5,1.0063084170343,1.75715712744587,3.08944547721169,9.16864132765696,15.6877499570436,23.7786645791017,27.9925859073909,29.2486581242612,53.2417195266162,55.6831373124769,65.4713126171348,35,35,,,50.2417195266162,53.2417195266162,3.0
892,60.5,13.5,0.764886289479879,1.41601243356027,2.36324191861703,7.70207133052838,13.2018372944716,18.6747421246339,23.4519227582528,27.0446181764426,40.4829702175533,48.8585777507024,56.7257077240338,35,35,,,37.4829702175533,40.4829702175533,3.0
893,61.5,13.5,0.0212725097222583,0.0514860497555799,0.0732380086622138,0.195097410069009,0.383777157723813,0.522531282033397,0.741813494087083,0.942995202877466,1.17954534633643,1.39626094225289,1.60443618715865,35,35,,,-1.82045465366357,1.17954534633643,3.0
894,62.5,13.5,0.0198505126639782,0.0433306088357502,0.0647742013516854,0.188357547730453,0.389904057770026,0.520077558172566,0.756805571643587,0.793292355001482,1.12656784946871,1.18699406703455,1.45491695147083,35,35,,,-1.87343215053129,1.12656784946871,3.0
895,63.5,13.5,0.0254200415098354,0.0473051048996764,0.067646946916354,0.191252234939065,0.476683571005984,0.579779999698279,0.76120914459774,0.712734799670163,1.17234583351118,1.14532259943507,1.3834262780089,35,35,,,-1.82765416648882,1.17234583351118,3.0
896,0.5,14.5,0.995306878809631,2.67570592766903,4.86212172993198,9.53536269518969,20.0721507797782,21.5105834368074,31.8781667370883,35.2826625208095,53.3181164288307,58.2291911838489,73.261730898805,88,88,,,48.3181164288307,53.3181164288307,5.0
897,1.5,14.5,1.35570207736455,2.87716774323187,5.89066791390055,13.7266018408672,19.8579426643579,27.8607049297488,33.2359091950134,36.2091563814296,55.1213486631917,59.9549980721076,69.3878603347549,88,88,,,50.1213486631917,55.1213486631917,5.0
898,2.5,14.5,1.23448745646342,2.05625850001206,3.94466328358161,8.17297068212234,16.2631458306646,18.8290120337574,27.3833496940972,31.0553917940001,45.4535207399537,50.8563263117215,63.1668910134755,88,88,,,40.4535207399537,45.4535207399537,5.0
899,3.5,14.5,0.935074813897506,1.95404208633693,3.50827516605796,7.91429836894588,15.8353301540904,19.0727228589015,30.5450865637573,30.4155930199003,43.4119849154718,43.590328559479,54.6299110377749,88,88,,,38.4119849154718,43.4119849154718,5.0
900,4.5,14.5,0.540867758337715,1.38956831040277,2.20845517856276,5.3291644076611,8.48920254184254,13.4084351864206,18.795317078542,28.0457354786379,31.0208395792668,36.130235357426,38.3541923121638,88,88,,,26.0208395792668,31.0208395792668,5.0
901,5.5,14.5,0.492971982959934,1.1473561275046,1.72108785100877,4.85520772992576,6.73348898702795,12.3061324655826,15.4873585306529,24.0805027752336,27.3309655348085,34.7355126480169,37.7364240539927,88,88,,,22.3309655348085,27.3309655348085,5.0
902,6.5,14.5,0.565762698072237,1.13879372144443,2.34325223002529,5.5299442477198,10.0256321009624,13.2853620398034,18.8780541072391,29.4225458802289,32.8223099928507,32.9732816221761,34.1796261389785,88,88,,,27.8223099928507,32.8223099928507,5.0
903,7.5,14.5,0.757776154184457,1.3867375166358,3.14503758253669,6.44104008850422,10.6903910989919,13.5442801606181,20.127256948593,33.0879011653566,36.5484462700068,33.8035704832456,33.8117797211724,34,34,,,30.5484462700068,36.5484462700068,6.0
904,8.5,14.5,0.72171325961404,1.4042637390433,1.91887885930256,5.34141289615312,9.27897729261236,13.3966182744625,19.264612562984,32.5254030605797,35.8827639661146,42.3485990388888,46.8921952732737,66,66,,,31.8827639661146,35.8827639661146,4.0
905,9.5,14.5,0.608619961069583,1.03785512431308,2.16622538404101,5.59530731173968,7.78013119820784,14.2855562349935,21.4177321651236,30.4053181523007,34.5333135999176,39.54448851335,42.5811801982821,66,66,,,30.5333135999176,34.5333135999176,4.0
906,10.5,14.5,0.695485949776509,1.04654853780744,2.4976333446146,5.43375587588919,8.78756162637347,14.4056808374348,21.5543123502583,33.4051374241766,32.4470674624494,35.4859432974648,35.1297203107328,66,66,,,28.4470674624494,32.4470674624494,4.0
907,11.5,14.5,0.715889727218398,1.29928365696345,2.63492781853285,6.32845516278488,8.97186427905655,13.7327912722225,20.4164689980942,29.425739575956,31.889531402673,33.0040696823664,32.990530151012,66,66,,,27.889531402673,31.889531402673,4.0
908,12.5,14.5,0.971386957846206,1.41634173778544,3.56582008813365,8.33926161309048,13.6205874847176,19.3808798524662,27.5253193261667,44.1448493006742,45.7947037121826,53.8821019295248,58.4745897903352,66,66,,,41.7947037121826,45.7947037121826,4.0
909,13.5,14.5,1.04658829731137,1.91711033099,4.05560422422632,9.48419974959975,14.8832412514637,19.3896093487283,26.7107753845629,36.6659240151618,40.8008430183779,40.4472799369255,40.4374372450146,66,66,,,36.8008430183779,40.8008430183779,4.0
910,14.5,14.5,0.921142164099351,1.85522691655852,2.97753933521991,8.48126644328811,13.926131086009,17.3680016168578,23.645314595351,28.296108855139,42.7480197562863,51.2780096403163,62.5079882842739,66,66,,,38.7480197562863,42.7480197562863,4.0
911,15.5,14.5,1.03296989244889,2.22283590434442,4.7504984742313,14.23517544853,20.7640300669992,30.576823251561,40.1719275557661,42.9998405329047,75.2768113523502,76.9820103029557,97.0931340195678,66,66,,,71.2768113523502,75.2768113523502,4.0
912,16.5,14.5,1.25165746448349,2.44514690108647,4.76854004131313,10.288897510136,20.1259652698525,25.484090350918,35.6605034960192,34.2267098810706,62.1170335491405,56.7521991654746,77.6501306960696,66,66,,,58.1170335491405,62.1170335491405,4.0
913,17.5,14.5,2.62192422439031,4.82867786690708,9.71846350653888,23.8767713619838,31.4394246274771,46.2956240873796,61.8023609175669,62.2563780429383,108.089329638,102.629191078544,135.153575424061,66,66,,,104.089329638,108.089329638,4.0
914,18.5,14.5,1.76606241847929,3.30353031708776,5.32017353116279,12.5281957793612,19.1797288663813,29.2601058277904,38.1837651999491,39.9656018137212,67.4340367359745,68.3613939039471,86.0009947519129,66,66,,,63.4340367359745,67.4340367359745,4.0
915,19.5,14.5,1.00683122110097,1.66394824923529,3.41143315612365,9.35382405430169,18.00986784551,20.9246768669128,30.6860186574003,34.7536508724876,58.5611601692856,66.3542282358158,85.1624847238697,66,66,,,54.5611601692856,58.5611601692856,4.0
916,20.5,14.5,0.831823300728396,1.60035694300111,3.13492977541519,8.32956587293772,15.4390579963051,18.8493861246561,28.1772181015804,33.611103733003,48.1520142199224,55.5957948997367,68.0215257522061,66,66,,,44.1520142199224,48.1520142199224,4.0
917,21.5,14.5,1.16263120559016,1.79517801034703,3.98373031173969,9.38552870161854,17.889267370866,20.3996347945824,27.4698619063655,27.3881900778417,45.8654984447477,43.7186980619574,56.1574192201647,66,66,,,41.8654984447477,45.8654984447477,4.0
918,22.5,14.5,1.03991843453803,1.52022134194281,3.91187570420736,12.1081330690994,20.3882632707238,26.8574575212561,36.5933421956242,40.4145804820896,67.0921092798333,72.6214400177847,90.7168164125092,66,66,,,63.092109279833295,67.0921092798333,4.0
919,23.5,14.5,1.7028940907162,2.74383166248063,7.22409060652172,15.9937827022474,27.5020099294691,41.9403850815547,49.5672349696561,51.1007559255846,98.4738014560089,98.0055483897612,119.049560524962,66,66,,,94.4738014560089,98.4738014560089,4.0
920,24.5,14.5,1.63477622637718,2.87012698547646,7.43187989055011,19.0779031539123,30.2955639682529,50.784610972679,73.3623128280697,77.8767852281076,113.10082383019,121.596945520098,146.460308834782,66,66,,,109.10082383019,113.10082383019,4.0
921,25.5,14.5,1.67713445194382,2.54193861764002,5.50430332090032,17.0363228546134,18.5060151236349,30.9788584626907,44.018087897414,40.3770742239354,64.0006036255486,60.7675474879462,76.6937001230604,66,66,,,60.00060362554861,64.0006036255486,4.0
922,26.5,14.5,1.15185974876297,2.04781160676292,3.54839148834767,8.0631559802997,15.3290427424317,20.3124727268864,31.2145273767839,32.4929311993949,46.5596821958096,48.3447669802599,60.2874936653692,66,66,,,42.5596821958096,46.5596821958096,4.0
923,27.5,14.5,0.760848917935881,1.47283097066974,2.43582498263721,9.15724651745481,14.8796223088803,21.7387876602875,30.2723988921657,28.2988266403412,52.0536531025886,47.1229988310684,64.1176595183556,66,66,,,48.0536531025886,52.0536531025886,4.0
924,28.5,14.5,1.49256103767005,2.87594441195674,3.86489893015889,23.9859057284731,33.1794836581158,50.982551077873,84.999480598579,94.1041432410944,103.289320062545,111.830717941258,118.820712821499,97,97,,,85.289320062545,103.289320062545,18.0
925,29.5,14.5,1.36613225837683,2.13416947073617,3.70505262744709,12.8711522050787,21.2317856076093,27.6923677126442,34.7114665986017,41.1340678181203,69.7196855710715,87.4993993587954,102.587813176033,97,97,,,51.71968557107149,69.7196855710715,18.0
926,30.5,14.5,0.942337538369368,1.56089826616371,2.50698183228382,7.91188174379466,14.4430119196287,21.5777027278303,24.1998560430923,30.2888551655917,44.0915246340392,55.9234733824395,65.6055841153571,97,97,,,26.091524634039203,44.0915246340392,18.0
927,31.5,14.5,1.35267157754831,1.96567004098743,4.30679407758176,9.83265438130654,17.5543796185197,25.7370681749044,35.3036519862184,33.4391426220954,51.2983919536283,50.2776002436393,62.5429218767378,97,97,,,33.2983919536283,51.2983919536283,18.0
928,32.5,14.5,1.39090811267723,2.3189804274442,4.05272311871863,15.7187642887843,22.4169378243231,32.0031011819682,40.8069961510718,44.0819913102074,69.8921948638541,74.4940455605773,89.082221524174,97,97,,,51.8921948638541,69.8921948638541,18.0
929,33.5,14.5,1.42224528557693,2.86582075027248,4.93682130717436,20.0588480563963,31.5433149310785,49.3212546303458,59.7784684768067,72.3659510041703,107.702782877955,138.031555333834,163.017978207982,69,69,,,96.702782877955,107.702782877955,11.0
930,34.5,14.5,2.63745546795556,5.91763493644994,11.4597260575019,37.2704769385969,58.2455281085093,80.9801004715827,128.251260998787,160.530194245234,173.922550210249,185.253946805673,192.750541224086,69,69,,,162.922550210249,173.922550210249,11.0
931,35.5,14.5,3.61944194038976,7.40826071106942,13.8518711440354,34.6579077156809,58.9616672516648,77.882692020604,121.947117730604,150.362611429329,150.669311067705,152.300464666968,152.564321305523,69,69,,,139.669311067705,150.669311067705,11.0
932,36.5,14.5,1.91537953191532,3.29088311178819,4.77420007750672,12.3093365159508,21.770349840631,30.6073117207134,41.0257033323788,30.972523857654,63.6382659205226,48.3944794294892,71.5197153488868,69,69,,,52.6382659205226,63.6382659205226,11.0
933,37.5,14.5,1.29291181049265,3.30517134089172,4.49613406484864,10.0692590212116,20.0940674794799,27.6002703656452,32.5017806341796,32.7734248575699,63.0709245324523,62.513061635638,74.6041890107251,69,69,,,52.0709245324523,63.0709245324523,11.0
934,38.5,14.5,1.20072102627641,2.32911407012732,4.43954169224043,9.63088232340967,18.7329922679086,27.65096579475,35.5591530892541,36.0459260749419,64.2376040176925,63.4680906600767,79.9146468724052,69,69,,,53.2376040176925,64.2376040176925,11.0
935,39.5,14.5,0.811410154523314,2.03770504318006,2.44283473734922,6.82415931953869,11.7622496308425,17.8937309614354,24.2507018416408,30.6055325424158,44.4381977622543,56.5103411094145,68.1017912861364,69,69,,,33.4381977622543,44.4381977622543,11.0
936,40.5,14.5,0.908330800797824,1.86817071090032,3.56431307862515,8.08222239668982,17.0871948366721,22.7928144143535,31.7893528394687,33.087931419647,49.1663185378113,51.4716461200458,64.1608911996715,69,69,,,38.1663185378113,49.1663185378113,11.0
937,41.5,14.5,1.37731922855099,2.17083485374513,3.88437689427889,13.0776207348439,21.6653624185957,30.5990049123535,36.2276580884931,38.3155239386089,65.4659447263804,70.4983621160154,81.354017808413,69,69,,,54.4659447263804,65.4659447263804,11.0
938,42.5,14.5,0.814813966761324,1.57449045818022,2.58163226526816,10.0684597998624,17.7601647366183,23.5235429463252,34.4886575517891,41.1962790870309,56.4127009837552,65.5967233176218,77.9269340952277,69,69,,,45.4127009837552,56.4127009837552,11.0
939,43.5,14.5,1.07481840907188,2.08683612084591,3.73550635540228,9.02893320846422,17.3834238281184,20.791120082386,30.2310282703345,33.8698691003915,46.9012905873307,51.7115840071297,62.6612174237488,69,69,,,35.9012905873307,46.9012905873307,11.0
940,44.5,14.5,1.62187965368507,2.86438092547004,8.42345645516801,21.6604463984155,30.8012655317243,41.1776397445378,51.5948747640664,62.1884100035743,86.0596603937685,110.20423612249,130.298098547881,69,69,,,75.0596603937685,86.0596603937685,11.0
941,45.5,14.5,1.55148434185864,2.59850502084625,7.24763275320451,20.4060636961546,25.8848873588872,35.4065897198873,46.0572878234698,53.4010070736638,77.8666098526932,88.7334230786516,104.13549133232,95,95,,,70.8666098526932,77.8666098526932,7.0
942,46.5,14.5,0.885417187092083,1.78782805389138,3.36934069926635,8.6447095945097,16.9350992136894,20.873095885416,27.8590263188672,31.4592710449148,51.0860694380758,59.489728545626,74.1914450543834,0,0,,,43.0860694380758,51.0860694380758,8.0
943,47.5,14.5,0.973769961219648,1.6052950588742,2.79150373652576,8.08919679389065,14.5208140420779,22.3528887453407,25.5318169422178,33.1655206814305,42.7690195612068,50.995341799297,58.4738840512807,0,0,,,34.7690195612068,42.7690195612068,8.0
944,48.5,14.5,1.6127827607285,2.90718474673838,4.83544763729548,14.452122366275,23.6320176223701,33.2354644529233,46.7002818058867,43.4876014712357,69.1232061395981,65.7714026258745,84.3565149597894,0,0,,,61.123206139598096,69.1232061395981,8.0
945,49.5,14.5,1.27483064807346,2.43374997001467,3.49913659217649,17.9399776232193,22.4748321561578,31.5580267987116,41.9652463926868,43.8669152988818,64.4895959595724,67.2616586609451,79.8079730602127,0,0,,,56.4895959595724,64.4895959595724,8.0
946,50.5,14.5,0.878018570328722,1.59683034452853,2.66299294909187,8.55098904855393,16.2393942521717,22.1133571640221,33.3551385854368,39.0248934797687,61.3819307352178,70.1646532431217,88.5361817936109,0,0,,,53.3819307352178,61.3819307352178,8.0
947,51.5,14.5,1.11710220742559,1.68147175216716,2.91879091371959,7.09946045336753,12.1908193203841,19.5739570701435,26.307784668932,30.3197208504412,37.2901697925577,44.3452770722408,50.1973982329175,35,35,,,34.2901697925577,37.2901697925577,3.0
948,52.5,14.5,0.908105873587982,1.51872082443711,2.17703776456203,6.89486041691122,12.8337460441947,19.4912602473977,26.2349362781572,27.820114389078,38.3986849945723,42.170653963617,49.104061099869,35,35,,,35.3986849945723,38.3986849945723,3.0
949,53.5,14.5,1.2517430691884,2.57454680997699,3.78930057638641,8.15668138973158,14.4936966211341,24.1161123549994,27.1320476421019,27.1795170203577,39.0745822808574,49.4983300955072,53.0344510863974,35,35,,,36.0745822808574,39.0745822808574,3.0
950,54.5,14.5,0.840507664546457,1.53605236966324,2.25874243411773,6.46063563925157,12.3450485421893,17.52768250266,25.8797801070225,28.0176637839935,37.2618114669652,40.2727855235825,47.6139305966616,35,35,,,34.2618114669652,37.2618114669652,3.0
951,55.5,14.5,1.11416817082494,2.14230429200555,3.46751639834889,7.56286689796391,15.8528209558244,21.183669977773,31.2856601494398,33.7533110415136,43.5342760131519,46.5029371642099,54.5180939011735,35,35,,,40.5342760131519,43.5342760131519,3.0
952,56.5,14.5,0.932516496758784,1.56297452857339,2.95372627720953,7.37000517127339,14.4144514867062,19.7069730983181,30.6502572376518,30.05239907341,51.0037153193237,49.3414178098853,66.5737217519866,35,35,,,48.0037153193237,51.0037153193237,3.0
953,57.5,14.5,1.20531853230894,2.29172290390862,4.25088933740001,9.13930781530827,15.048842320383,24.0315830601636,31.2417128637719,31.2563836218317,49.0647802909573,50.012180879583,60.7874573735459,35,35,,,46.0647802909573,49.0647802909573,3.0
954,58.5,14.5,0.971615707807682,1.78296757470503,2.84910669649545,9.63762950463303,18.566214687721,23.7813599515859,32.3290265783271,33.4605969604935,52.8875578381726,54.6245102436896,67.7226763505055,35,35,,,49.8875578381726,52.8875578381726,3.0
955,59.5,14.5,1.3963987492938,2.54482312034686,4.68330961915183,12.0796198208909,21.8190877088717,29.4663149913013,39.8611606247557,34.8287400784498,60.4776765721699,53.443921200166,71.3742319484638,35,35,,,57.4776765721699,60.4776765721699,3.0
956,60.5,14.5,0.258808708505448,0.504622279272516,0.797721777122503,2.57451170878659,4.56911199093593,6.35319941187735,8.6901842196945,9.617206591035,14.960426836757,16.4280809341762,20.2396038566112,35,35,,,11.960426836757,14.960426836757,3.0
957,61.5,14.5,0.0258861380749176,0.0561774664600312,0.0926118465522799,0.220644466287406,0.467916189236631,0.550304239993044,0.885888845137479,0.926375133125213,1.28284958413289,1.33586567567953,1.63500648930409,35,35,,,-1.71715041586711,1.28284958413289,3.0
958,62.5,14.5,0.0223884003034609,0.0457788637393692,0.0644509348607143,0.18754596017582,0.389400626024957,0.547164684694647,0.763543229345621,0.947646031635623,1.17539524986371,1.3820347719576,1.57944121314506,35,35,,,-1.82460475013629,1.17539524986371,3.0
959,63.5,14.5,0.0235727012970966,0.048766620678037,0.100595895505144,0.290950997059579,0.532997264710335,0.70625712151597,0.934125031941266,0.995437273580079,1.5334874802917,1.63139738235165,1.98287213925664,35,35,,,-1.4665125197083,1.5334874802917,3.0
960,0.5,15.5,0.805978000828344,1.81595550540649,3.31708853738021,8.79110424399464,16.902760849856,21.857237783198,33.0729210219115,38.4452548272363,51.6388042967072,58.131586724858,69.4585984214204,88,88,,,46.6388042967072,51.6388042967072,5.0
961,1.5,15.5,2.36163148055009,3.38092020800875,6.11653247534058,15.3432818716536,24.0272298413701,38.4356745295056,46.0342542046661,52.676005676324,83.3114414483779,112.702803606804,132.068678729113,88,88,,,78.3114414483779,83.3114414483779,5.0
962,2.5,15.5,0.99664463720563,2.21933068090114,3.68908272854551,10.4115308627618,15.1401279998303,21.5360595227541,30.6438741388989,36.8812568669024,54.5407573380987,64.0267305015912,77.8017730120662,88,88,,,49.5407573380987,54.5407573380987,5.0
963,3.5,15.5,0.823248005942369,1.85503625111141,2.93440280406963,8.13203699916024,13.8886316114409,17.2655141361663,30.2934665094853,39.6597961069616,52.1779924430908,62.1838851993742,72.5185354204607,88,88,,,47.1779924430908,52.1779924430908,5.0
964,4.5,15.5,0.704415506300756,1.71238216717904,2.21911243919913,6.33792778207462,9.01737967621329,13.321689213868,18.4164467499128,27.8699550621568,31.4368984111256,36.2418806836045,38.4807356620716,34,34,,,25.4368984111256,31.4368984111256,6.0
965,5.5,15.5,0.610983757895605,1.22727907914816,1.92324598690675,5.22214944734312,8.93568011473632,12.7061652921171,15.8589050347247,24.759561904916,28.6246209027943,34.4651006399921,38.7946497908625,34,34,,,22.6246209027943,28.6246209027943,6.0
966,6.5,15.5,0.577766608960808,1.27225537624507,2.23683519817124,5.62742583848204,8.41044794040292,12.6614987597104,17.8029817633575,24.983813122852,29.425543583482,34.4164180056777,38.2079654480336,34,34,,,23.425543583482,29.425543583482,6.0
967,7.5,15.5,0.878812226778284,1.63952203457066,2.55036556314442,6.91545871604481,10.790485881065,16.198196684496,19.8055368590588,30.2712950612974,34.7778025031918,43.1418079001163,47.2711278635489,34,34,,,28.7778025031918,34.7778025031918,6.0
968,8.5,15.5,0.810033053083516,1.46063042667266,2.35600102681951,5.81116648737061,9.78646680591162,15.734878139834,22.3024058574779,32.2423641956044,35.6858798876096,40.4047648372757,42.8458699126605,66,66,,,31.6858798876096,35.6858798876096,4.0
969,9.5,15.5,0.516912972656938,1.02966258031814,1.88743741117001,4.76900930892986,7.44606177131081,12.6303925111815,18.6650923813902,30.9431572859635,30.9455158178136,36.9602453601884,37.2601844757335,66,66,,,26.9455158178136,30.9455158178136,4.0
970,10.5,15.5,0.51190417374316,1.12236143301849,1.79693494839057,4.66417513129932,8.00966485732856,12.2188815348909,18.4602768689327,29.8379987339798,33.6678303026269,38.5201096686623,42.2612709728617,66,66,,,29.667830302626903,33.6678303026269,4.0
971,11.5,15.5,0.635557599824556,1.32865742288584,1.77634449403806,5.01773821589592,8.85979996660044,11.9387607612128,19.3243057689045,25.245708862262,32.7626707012849,39.1753314764214,45.6363890842268,66,66,,,28.762670701284897,32.7626707012849,4.0
972,12.5,15.5,0.930409545599788,1.334104284767,2.69847917611062,8.05116664180783,13.5905318080078,19.2457000557298,27.4962745305962,28.9236965700222,47.453434735144,48.644930338048,62.639967355231,66,66,,,43.453434735144,47.453434735144,4.0
973,13.5,15.5,1.10707530548235,2.00959045523012,4.61262109192442,11.0839399323645,16.6627365916962,19.5425697057687,31.0366382726428,29.2576369882851,42.2003541474002,41.356301234333,51.8234856818307,66,66,,,38.2003541474002,42.2003541474002,4.0
974,14.5,15.5,0.833904757254654,1.23763637393051,2.62855254033248,8.25745236867985,12.9884857036781,19.5517277408652,25.996154030802,29.2126407430688,40.4693752686025,46.0488490520579,53.8079832424865,66,66,,,36.4693752686025,40.4693752686025,4.0
975,15.5,15.5,0.967553074144453,1.89027406427228,3.20963854472451,10.7187578328042,18.3692456117145,24.5185618165247,34.7819305741767,37.9307179251293,60.1009729109659,64.3432928117988,81.0741507915486,66,66,,,56.1009729109659,60.1009729109659,4.0
976,16.5,15.5,1.15218958612948,2.47533614247492,4.15004761999779,9.92768346990587,17.7303976767363,27.3755731033049,34.8960430020758,44.9691835772506,66.7323484381385,92.2705993821604,114.751418658196,66,66,,,62.7323484381385,66.7323484381385,4.0
977,17.5,15.5,2.52675278562238,4.41599913347397,9.77323426812845,28.5398636689049,34.2677561864606,63.0530274510632,93.2917348907552,93.307186065776,128.612612448428,138.142693504144,159.090515986459,66,66,,,124.612612448428,128.612612448428,4.0
978,18.5,15.5,3.34573693077359,4.85331959584674,9.25403765033549,24.039925429125,38.45871666794,49.4392797698609,70.5638607194487,66.8058849312758,113.650793323221,104.480438960643,141.205501000746,66,66,,,109.650793323221,113.650793323221,4.0
979,19.5,15.5,1.43609411256218,2.34864796223634,4.42258812336961,15.6148293343896,21.1693289457125,30.2083965466493,36.2045621269828,42.5347660084404,78.8357371535904,94.3760939140403,109.527151933447,66,66,,,74.8357371535904,78.8357371535904,4.0
980,20.5,15.5,1.51112613094624,2.7284768612756,4.71283516636679,12.7044661407576,24.4315679472589,29.065373351028,42.3780342534985,41.5417018978201,68.3467469351763,65.9176724741527,87.0080911417962,66,66,,,64.3467469351763,68.3467469351763,4.0
981,21.5,15.5,1.16330842840447,2.100736546451,3.85862609157304,10.3633995195738,16.0321309184183,20.9369346402569,29.8095858730634,30.6260584408948,40.877323723712,42.908917840514,50.4852192646084,66,66,,,36.877323723712,40.877323723712,4.0
982,22.5,15.5,0.922105396015753,1.61746565525973,3.26084640250668,8.69549008522645,16.8410766991202,22.7051489108166,30.1646628575192,29.4470088186817,51.0609868661048,48.6366218240635,62.8534302462503,66,66,,,47.0609868661048,51.0609868661048,4.0
983,23.5,15.5,1.89019564333323,2.4803506746905,4.43435321014553,10.3314177917676,18.5717755632627,28.1538579899396,36.4650502856617,37.3313655643478,61.8630168266731,63.1997941780495,77.7914959328875,66,66,,,57.8630168266731,61.8630168266731,4.0
984,24.5,15.5,2.08621761376268,3.26209834450298,6.00522566309665,17.7316827985423,24.7041633285655,37.9289320160355,50.0561182791643,48.9592550457038,80.9587310251085,77.7864478325176,99.3873051271315,66,66,,,76.9587310251085,80.9587310251085,4.0
985,25.5,15.5,2.19209104326586,3.19640317829196,5.5305155942794,12.6081072531919,21.7831138400737,27.9405769092344,39.532746149054,42.9275094279618,66.5279980734297,71.0298757049916,89.9945810194375,66,66,,,62.5279980734297,66.5279980734297,4.0
986,26.5,15.5,0.833596214176651,1.44527241490027,2.50403909237402,9.70095252788804,15.5077506269846,26.322368024089,34.3250098235697,36.9554618821795,64.4271034544294,68.1644836097192,83.8061086745034,66,66,,,60.4271034544294,64.4271034544294,4.0
987,27.5,15.5,0.926115594167723,1.57351203202127,3.11856906160512,8.45876127954679,14.413931476193,19.801284125444,29.2579748481657,34.9971390587836,55.8395976099257,65.3029425134518,82.099898168717,66,66,,,51.8395976099257,55.8395976099257,4.0
988,28.5,15.5,1.62776429569225,4.34197971726873,6.79908301664057,16.5593027089104,28.413734240597,37.5009929717285,56.1381513531627,54.675450498808,90.1723748884112,86.3644835673142,115.564243873858,97,97,,,72.1723748884112,90.1723748884112,18.0
989,29.5,15.5,1.26798148525059,2.83291075004182,4.39879597190288,12.0413768649343,21.3000526788528,26.842005822213,36.9438114367542,41.7569617142879,60.9376337150984,68.6528168122552,83.8475658220734,97,97,,,42.9376337150984,60.9376337150984,18.0
990,30.5,15.5,1.65397148783839,3.33977929181343,5.34853331327252,13.4147571417673,24.2020852871986,28.5757025028761,39.6687241703399,49.8721843930087,66.7424029771826,79.9135126664921,93.7927443090292,97,97,,,48.74240297718261,66.7424029771826,18.0
991,31.5,15.5,1.36230975342705,2.34388621888958,4.31839240936712,10.5951893236942,16.2317857092454,23.2968363685736,31.0338936976651,25.87339745028,38.3943587004386,37.9997031290111,44.6735126456593,97,97,,,20.3943587004386,38.3943587004386,18.0
992,32.5,15.5,1.86860626168447,2.88758984467077,5.3464098150724,11.5850439747673,16.3747051483806,24.6796693657298,28.8076396517461,32.7957001237683,44.0484444274989,50.7357055476481,57.5726955760279,97,97,,,26.0484444274989,44.0484444274989,18.0
993,33.5,15.5,2.51463599544208,4.47343734066194,11.8904465708169,27.5299907597051,36.2529484588562,61.0412821052586,82.1180726128757,92.7992836523982,120.686180802662,137.092650042936,156.782290113993,97,97,,,102.686180802662,120.686180802662,18.0
994,34.5,15.5,1.26890727387477,2.21731757927018,5.56897367707199,16.0406863204626,24.7101610917826,39.1189999355883,47.0052303319628,57.6171861195138,72.5737384997295,85.2334531185727,97.5983185084586,69,69,,,61.5737384997295,72.5737384997295,11.0
995,35.5,15.5,2.7049636534184,7.0028876458486,12.8793786578758,32.0081410528283,47.0264828047531,78.1886232535847,105.036450787542,122.123632286898,153.486042988684,176.987196010513,201.310662700555,69,69,,,142.486042988684,153.486042988684,11.0
996,36.5,15.5,1.95463135309217,3.39581371443233,8.79410335430425,23.2542857875939,38.7556627146799,54.9473712300191,85.9503094282648,106.803547087228,116.49350162828,126.229435283499,132.684129394689,69,69,,,105.49350162828,116.49350162828,11.0
997,37.5,15.5,2.98506692127221,5.44798655257346,15.8054024486294,39.4614856557372,67.2214689622658,79.9760450342443,117.252402750089,160.809277011319,177.77736689978,189.228280728767,197.685967650118,69,69,,,166.77736689978,177.77736689978,11.0
